country,job_role,ai_specialization,experience_level,experience_years,salary_usd,education_required,industry,company_size,year,work_mode,company_rating,job_openings,hiring_difficulty_score,layoff_risk,ai_adoption_score,company_funding_billion,economic_index,ai_maturity_years,vacation_days,skill_demand_score,automation_risk,job_security_score,career_growth_score,work_life_balance_score,promotion_speed,salary_percentile,cost_of_living_index,employee_satisfaction
Canada,AI Engineer,NLP,Entry,1,70497,Master,Finance,Small,2022,Remote,4.01,22,33.95761765,0.321,71,3.46,86.2,4,10,9,35,68,51,57,42,85,0.93,66
India,NLP Engineer,Analytics,Mid,3,33798,PhD,Automotive,Startup,2021,Hybrid,3.7,11,82.80517476,0.187,66,4.54,66.13,13,17,41,65,80,50,62,54,61,1.52,64
Brazil,Data Scientist,Computer Vision,Lead,15,61020,Bootcamp,Energy,Enterprise,2022,Hybrid,3.77,20,55.56102927,0.145,82,7.83,82.95,9,11,45,11,75,70,61,46,19,1.55,71
Canada,AI Engineer,MLOps,Entry,0,63952,Diploma,Education,Large,2022,Hybrid,3.92,14,53.6427574,0.364,76,4.23,91.88,6,15,66,41,60,55,73,12,46,1.28,71
France,Data Scientist,LLM,Senior,10,114597,Diploma,Telecom,Small,2025,Onsite,4.78,4,47.99803424,0.026,63,7.76,69.15,8,14,88,73,91,70,56,26,13,1.89,69
Japan,Research Scientist,Forecasting,Senior,8,106542,Diploma,Telecom,Large,2024,Onsite,3.49,6,45.59375279,0.028,44,6.96,69.32,13,27,55,13,96,48,53,35,85,1.85,85
USA,NLP Engineer,Forecasting,Lead,17,217908,Bachelor,Retail,Small,2026,Remote,3.52,26,55.80378252,0.07,75,6.69,95.79,12,17,84,19,87,57,71,46,77,1.98,79
UK,NLP Engineer,Generative AI,Lead,16,166884,Bootcamp,Consulting,Small,2021,Hybrid,3.57,9,46.93554219,0.134,75,5.85,86.21,3,14,17,29,79,58,87,40,37,1.57,77
USA,AI Engineer,Generative AI,Lead,15,192363,Bootcamp,Tech,Small,2025,Remote,3.73,24,70.6240567,0.13,66,8.61,80.38,12,12,11,85,90,69,55,31,96,1.08,75
Canada,Software Engineer AI,Computer Vision,Entry,1,61023,Master,Gaming,Medium,2024,Remote,4.45,16,78.12927468,0.397,71,8.64,63.71,5,30,42,45,63,78,66,15,42,0.73,74
Brazil,Machine Learning Engineer,NLP,Senior,6,61371,Diploma,Retail,Startup,2026,Onsite,4.02,16,30.53776093,0.103,74,6.24,81.42,12,16,77,43,77,55,75,73,28,1.19,73
Singapore,Data Analyst,Computer Vision,Lead,13,126096,Bootcamp,Consulting,Startup,2022,Onsite,4.32,12,59.75641792,0,57,0.23,88.98,3,25,38,35,72,38,64,58,41,1.91,67
Canada,NLP Engineer,MLOps,Lead,14,127935,Bachelor,Finance,Large,2021,Onsite,3.68,20,47.66345287,0.087,71,8.85,85.43,13,30,58,91,87,75,47,32,61,0.78,75
Germany,Machine Learning Engineer,LLM,Entry,1,64328,Master,Consulting,Small,2022,Onsite,4.78,2,77.4940047,0.339,51,9,74.32,14,19,44,70,66,64,61,40,45,1.46,52
Germany,Machine Learning Engineer,MLOps,Mid,4,75265,Master,Consulting,Small,2026,Remote,3.22,19,56.31017317,0.205,79,3.83,84.16,7,11,45,37,83,55,53,29,76,1.26,70
Singapore,Computer Vision Engineer,Forecasting,Mid,3,104852,Master,Gaming,Large,2024,Remote,3.36,7,55.18462231,0.204,71,1.51,48.28,14,30,43,93,80,48,82,69,53,1.88,72
UK,NLP Engineer,NLP,Lead,18,179049,Bachelor,Gaming,Medium,2026,Hybrid,4.05,13,64.60987085,0.118,78,8.14,81.06,6,22,22,92,74,75,54,41,51,1.15,76
India,Software Engineer AI,MLOps,Lead,13,53991,Master,Telecom,Medium,2022,Hybrid,3.82,15,68.26536479,0.061,74,4.92,98.56,4,22,19,94,78,55,93,26,38,1.84,79
France,AI Engineer,MLOps,Senior,10,123977,Master,Finance,Startup,2023,Hybrid,4.6,16,87.63838947,0.109,95,7.17,72.83,6,16,22,88,71,83,85,38,34,1.6,81
Singapore,Research Scientist,Computer Vision,Mid,5,110860,PhD,Energy,Enterprise,2025,Hybrid,4.12,29,49.23293016,0.205,57,2.26,92.53,13,16,97,36,71,35,62,12,85,1.56,74
Japan,Data Analyst,Forecasting,Entry,0,46468,Diploma,Education,Startup,2024,Hybrid,4.67,21,81.36876114,0.405,85,7.98,97.66,7,14,2,52,52,74,62,80,42,1,63
USA,Machine Learning Engineer,NLP,Senior,8,144599,Diploma,Gaming,Small,2020,Hybrid,4.74,11,44.6066094,0.11,76,0.65,68.65,4,13,74,75,82,49,48,24,76,1.04,73
Netherlands,Data Scientist,NLP,Lead,12,112628,Bachelor,Automotive,Startup,2021,Onsite,4.11,24,51.75327178,0.089,52,6.54,71.51,14,16,21,66,72,59,67,51,57,1.67,79
France,NLP Engineer,Analytics,Entry,0,54987,Bachelor,Tech,Small,2021,Hybrid,4.38,1,42.98279635,0.386,81,4.16,85.09,9,23,51,50,68,48,86,33,15,2.21,70
Japan,Machine Learning Engineer,Generative AI,Senior,8,103301,PhD,Healthcare,Large,2023,Onsite,4.5,34,43.15712085,0.148,78,2.26,95.25,3,23,100,74,74,47,65,26,10,2.1,70
UK,Machine Learning Engineer,NLP,Mid,3,73637,Diploma,Energy,Large,2021,Hybrid,4.45,28,19.37499088,0.108,77,6.9,95.96,12,14,44,28,80,60,50,41,64,1.59,66
Brazil,AI Engineer,Analytics,Lead,13,81402,Bachelor,Automotive,Enterprise,2026,Remote,3.6,23,78.82994731,0.042,63,5.59,98.62,12,28,41,82,93,50,66,12,57,0.55,76
Singapore,NLP Engineer,Computer Vision,Lead,13,132127,Master,Retail,Small,2026,Onsite,4.02,9,52.15867631,0.098,91,6.43,76.65,6,12,4,78,98,68,63,25,62,2.17,76
UAE,Research Scientist,Computer Vision,Entry,0,65027,Bachelor,Retail,Enterprise,2023,Hybrid,3.46,20,51.582276,0.365,63,4.01,65.66,9,25,77,82,61,59,61,12,88,1.19,78
Canada,NLP Engineer,Analytics,Entry,1,64206,Bootcamp,Telecom,Enterprise,2023,Hybrid,3.88,16,51.30856773,0.402,55,4.73,46.17,10,25,15,13,55,37,85,12,61,1.01,59
Canada,Research Scientist,LLM,Senior,10,161488,Master,Finance,Medium,2020,Remote,3.91,16,41.3166857,0.038,66,2.32,61.84,12,18,32,41,80,48,88,47,51,1.95,91
Singapore,Machine Learning Engineer,Computer Vision,Senior,9,162186,Master,Consulting,Medium,2022,Hybrid,4.17,26,47.94679974,0.11,60,6.68,75.91,5,20,66,95,90,58,45,30,100,0.61,78
Japan,Data Analyst,Generative AI,Senior,6,69148,Master,Telecom,Startup,2025,Remote,3.79,25,90.59130355,0.09,75,1.88,87.71,12,22,80,92,73,64,73,35,97,2.09,77
Australia,Data Scientist,Reinforcement Learning,Lead,12,160938,Master,Finance,Large,2024,Remote,4.75,14,84.81694459,0.079,87,1.17,99.8,6,26,63,97,83,60,62,38,80,0.77,79
UK,NLP Engineer,Computer Vision,Entry,1,78108,Bachelor,Consulting,Large,2023,Hybrid,4.31,4,68.09009621,0.359,100,2.04,67.94,9,25,14,10,76,73,65,22,95,2.29,71
UK,AI Engineer,NLP,Entry,0,72195,Bootcamp,Finance,Medium,2023,Remote,4.35,17,71.99192181,0.399,75,2.22,89.06,4,13,98,15,62,48,68,12,12,0.73,69
Brazil,AI Engineer,Forecasting,Senior,10,64384,Master,Retail,Startup,2023,Remote,3.94,22,35.59417044,0.175,57,1.29,94.27,9,12,82,61,57,44,52,58,16,0.56,59
Canada,Data Scientist,Forecasting,Senior,8,110514,Diploma,Gaming,Large,2025,Hybrid,4.05,11,40.75660182,0.074,56,7.12,70.68,5,18,67,51,94,53,94,40,54,1.57,88
UK,AI Engineer,Analytics,Senior,6,87327,PhD,Automotive,Enterprise,2024,Onsite,4.54,13,42.23299142,0.067,62,2.58,68.39,6,15,26,78,85,43,75,29,10,2.04,69
Germany,AI Engineer,LLM,Lead,17,128323,Diploma,Healthcare,Small,2021,Hybrid,4.18,1,45.59980198,0.098,54,7.05,67.25,7,26,71,74,81,56,62,28,20,0.63,75
Singapore,Research Scientist,Computer Vision,Mid,3,120090,PhD,Healthcare,Startup,2020,Remote,4.31,1,54.59034999,0.173,58,4.11,81.87,5,23,14,64,73,42,62,58,71,1.23,67
France,AI Engineer,LLM,Lead,17,130771,Diploma,Automotive,Medium,2026,Onsite,4.31,25,60.55471422,0.028,70,3.08,45.85,4,30,75,45,83,64,55,24,13,1.18,69
Netherlands,Software Engineer AI,Computer Vision,Entry,0,65659,Bootcamp,Gaming,Small,2023,Hybrid,4.59,15,49.33723266,0.362,69,9.19,98.14,9,11,22,86,59,70,85,35,36,2.35,77
India,Computer Vision Engineer,Generative AI,Mid,5,38768,Bootcamp,Energy,Medium,2025,Hybrid,4.26,19,59.82230416,0.221,62,2.22,64.38,12,15,75,28,86,44,59,73,10,1.9,64
UK,AI Engineer,NLP,Lead,13,148763,PhD,Finance,Small,2023,Remote,3.77,23,60.47087644,0.084,80,8.38,48.44,14,25,70,62,83,80,70,46,86,1.78,76
Japan,Software Engineer AI,MLOps,Mid,4,79647,Bachelor,Telecom,Large,2023,Hybrid,4.19,24,57.21035033,0.226,76,7.56,48.5,9,16,47,80,75,73,81,45,76,1.08,71
USA,Software Engineer AI,Forecasting,Lead,18,231092,Bachelor,Consulting,Small,2025,Remote,3.28,8,45.24175562,0.021,61,0.41,77.3,7,21,51,95,80,43,54,60,85,0.51,85
Canada,Computer Vision Engineer,Computer Vision,Lead,13,171099,Bootcamp,Energy,Small,2021,Hybrid,4.42,16,30.95379432,0.114,90,3.15,68.24,8,26,46,81,85,53,86,74,6,2.03,88
Australia,Machine Learning Engineer,Analytics,Mid,4,107184,PhD,Telecom,Large,2023,Hybrid,3.99,24,48.28210877,0.163,69,2.76,50.08,14,17,11,20,80,50,58,40,26,1.32,64
USA,Software Engineer AI,Forecasting,Entry,0,87897,Bootcamp,Telecom,Large,2021,Remote,4.47,1,32.84109147,0.452,74,8.66,58.59,11,30,96,15,56,66,50,14,10,2.32,67
UAE,Software Engineer AI,LLM,Mid,5,73279,PhD,Tech,Large,2024,Onsite,4.1,25,59.85782734,0.123,61,8.51,68.37,14,17,16,16,84,62,82,27,28,1.07,69
Netherlands,Research Scientist,MLOps,Entry,0,74162,Bachelor,Finance,Enterprise,2024,Hybrid,4.16,12,58.22667195,0.401,67,5.71,62.31,3,22,74,22,71,50,65,33,39,2.44,61
India,Data Analyst,Reinforcement Learning,Senior,7,28000,Bootcamp,Retail,Startup,2026,Onsite,3.31,25,57.19268476,0.131,47,0.44,82.15,14,29,10,50,61,39,56,55,15,0.72,57
India,Machine Learning Engineer,Generative AI,Mid,4,30550,Master,Education,Large,2024,Onsite,3.97,19,40.3187183,0.107,77,7.3,49.05,14,12,41,94,85,67,59,48,6,0.87,71
Singapore,Data Scientist,Computer Vision,Senior,7,122080,PhD,Gaming,Enterprise,2023,Hybrid,4.32,14,61.44115239,0,81,8.95,87.31,13,10,30,21,86,66,69,27,26,1.36,73
Singapore,Data Scientist,NLP,Mid,3,103365,Master,Energy,Medium,2024,Remote,3.5,17,78.90045026,0.222,87,9.19,81.22,7,13,6,13,75,72,82,27,17,0.58,80
USA,Software Engineer AI,LLM,Lead,16,220260,Diploma,Telecom,Small,2024,Onsite,3.62,20,81.257357,0.073,86,7.52,58.34,9,12,67,37,83,71,53,36,26,2.22,75
Germany,AI Engineer,MLOps,Entry,1,60391,Bootcamp,Tech,Medium,2021,Hybrid,4.42,25,83.6778552,0.357,61,7.86,63.43,3,21,63,67,65,57,48,38,77,1.08,65
UK,AI Engineer,Forecasting,Mid,5,81166,Diploma,Finance,Startup,2023,Remote,3.98,23,37.63483372,0.146,100,6.72,68.06,5,10,44,43,59,74,48,46,81,1.95,59
UK,Research Scientist,Computer Vision,Lead,17,157587,Diploma,Telecom,Medium,2023,Remote,3.78,19,41.24594837,0.048,85,6.82,73.43,9,26,91,24,87,71,82,45,69,1.27,86
UK,Computer Vision Engineer,MLOps,Senior,8,103954,Bootcamp,Healthcare,Large,2020,Remote,3.61,5,46.14038865,0.1,96,1.05,54.38,9,19,16,9,76,65,80,25,44,1.66,78
Germany,Research Scientist,NLP,Mid,4,111439,Diploma,Education,Large,2023,Remote,3.36,12,72.78603411,0.089,75,5.31,88.11,7,20,44,48,90,48,56,17,90,1.72,77
Canada,Software Engineer AI,Generative AI,Entry,1,68660,Bootcamp,Retail,Medium,2021,Hybrid,3.87,11,87.6499383,0.409,54,5.02,85.8,11,17,37,99,58,52,64,27,82,1.31,65
Canada,NLP Engineer,Reinforcement Learning,Lead,14,126896,Diploma,Automotive,Enterprise,2022,Hybrid,3.65,20,55.16092442,0.061,46,8.96,97.4,11,15,44,81,76,52,97,40,66,1.15,88
Brazil,Computer Vision Engineer,NLP,Senior,7,46589,Bachelor,Consulting,Small,2024,Onsite,4.71,34,62.00313772,0.175,66,7.69,78.45,8,26,78,35,76,77,74,66,71,1.21,72
Australia,Research Scientist,LLM,Senior,6,102203,PhD,Telecom,Large,2022,Onsite,3.22,35,48.41889026,0.053,94,2.79,61.61,4,25,37,67,86,65,74,34,89,0.71,77
USA,Software Engineer AI,Forecasting,Lead,19,194587,Diploma,Gaming,Small,2020,Remote,4.7,20,79.36704645,0.02,71,5.51,76.35,5,26,5,52,92,59,65,60,61,1.37,78
Canada,AI Engineer,MLOps,Mid,2,67685,Diploma,Tech,Startup,2025,Hybrid,4.62,30,71.82552598,0.173,88,8.16,53.38,5,29,60,88,57,73,71,63,81,0.97,70
Brazil,NLP Engineer,Computer Vision,Lead,16,97275,Bachelor,Gaming,Enterprise,2026,Hybrid,4.12,21,90.83984522,0.105,64,6.13,98.03,14,29,32,63,84,61,82,34,34,1.16,73
Japan,Computer Vision Engineer,Computer Vision,Entry,1,69173,Bootcamp,Healthcare,Large,2021,Onsite,3.23,37,32.9478289,0.377,68,1.05,99.49,6,27,69,43,63,42,83,40,90,2.18,71
India,NLP Engineer,MLOps,Lead,18,66171,Bootcamp,Automotive,Small,2026,Onsite,4.45,13,31.33551204,0.039,47,4.69,81.17,10,16,6,1,87,40,75,39,30,0.72,79
USA,Research Scientist,Forecasting,Mid,4,148977,PhD,Automotive,Medium,2026,Onsite,4.14,15,62.54734329,0.188,70,1.98,96.22,13,23,20,42,71,48,63,50,43,1.65,74
France,Computer Vision Engineer,Computer Vision,Lead,15,159319,Bootcamp,Healthcare,Startup,2023,Remote,4.38,27,74.92491266,0.038,61,7,99.66,9,19,54,33,80,52,65,79,13,1.54,70
UAE,AI Engineer,Analytics,Mid,2,62449,Bootcamp,Gaming,Large,2020,Onsite,3.64,24,60.55462557,0.146,78,2.79,45.12,13,10,13,14,79,47,65,12,15,2.1,59
Brazil,Research Scientist,Forecasting,Mid,5,48747,PhD,Consulting,Enterprise,2022,Hybrid,3.3,20,62.05447521,0.168,58,6.09,50.27,6,22,68,83,79,47,63,12,74,0.61,65
Japan,NLP Engineer,Forecasting,Lead,14,153010,Bootcamp,Finance,Enterprise,2026,Onsite,3.22,14,77.76161051,0.076,45,2.96,48.62,12,30,75,82,86,47,69,31,58,2.3,88
Singapore,NLP Engineer,MLOps,Lead,13,174507,Bootcamp,Gaming,Startup,2026,Remote,4.6,25,37.05998592,0.084,73,2.83,55,4,10,92,91,76,50,75,52,65,1.14,83
Germany,NLP Engineer,Forecasting,Lead,17,186015,Bootcamp,Energy,Large,2023,Onsite,3.49,1,68.46906912,0.093,69,2.47,82.58,9,27,99,46,79,54,69,90,79,1.96,85
Singapore,NLP Engineer,Forecasting,Senior,11,146022,Master,Gaming,Medium,2023,Remote,4.49,4,76.90791624,0.123,54,3.24,70.99,5,17,99,70,76,40,52,42,16,2.13,75
Japan,Data Analyst,MLOps,Entry,1,41140,Bachelor,Retail,Small,2020,Onsite,4.79,14,68.81321145,0.374,56,7.24,45.13,13,23,81,21,62,62,96,41,86,1.67,68
USA,Data Scientist,Reinforcement Learning,Lead,12,171784,Bootcamp,Education,Startup,2023,Hybrid,4.39,11,81.04118548,0.055,61,4.63,72,9,19,15,38,77,56,66,64,84,0.59,70
UK,NLP Engineer,MLOps,Senior,11,151145,Master,Telecom,Enterprise,2023,Onsite,3.89,23,30.14260853,0.084,69,5.2,86.58,4,26,59,64,86,58,80,17,88,1.44,72
Japan,Machine Learning Engineer,Computer Vision,Lead,19,186858,Bachelor,Retail,Small,2022,Remote,3.55,17,49.36039729,0.07,71,3.24,72.51,10,22,22,62,87,34,60,24,50,2.09,73
Singapore,AI Engineer,Reinforcement Learning,Senior,6,114913,Diploma,Retail,Startup,2025,Remote,4.76,28,57.83441608,0.059,65,4.44,68.68,3,13,74,62,81,48,85,96,12,2.48,71
UAE,Research Scientist,Reinforcement Learning,Lead,15,140448,Master,Tech,Medium,2020,Onsite,3.75,13,75.13113559,0.101,85,0.28,71.12,10,26,3,66,88,63,69,41,88,0.9,75
Australia,Software Engineer AI,Analytics,Senior,6,100098,PhD,Automotive,Large,2022,Remote,4.24,12,66.67468292,0.042,88,8.44,61.41,6,13,11,94,97,91,50,30,95,1.08,75
UAE,AI Engineer,Reinforcement Learning,Senior,6,76885,Bootcamp,Gaming,Medium,2024,Onsite,4.11,27,63.03489234,0.082,49,1.93,76.56,6,17,36,77,86,36,75,35,83,0.7,65
UAE,Research Scientist,Forecasting,Senior,8,99090,Bachelor,Gaming,Startup,2022,Hybrid,4.38,27,67.33586481,0.14,57,6.49,65.56,3,30,44,68,69,51,62,61,38,2.26,69
India,NLP Engineer,Forecasting,Entry,0,28000,Master,Finance,Large,2023,Remote,3.96,2,45.43678537,0.388,61,3.61,72.07,7,22,21,68,67,44,62,12,81,1.77,58
Canada,Computer Vision Engineer,Forecasting,Mid,5,92083,Diploma,Tech,Medium,2022,Onsite,3.9,4,50.77185754,0.116,73,6.67,67.27,10,19,46,22,87,58,85,28,38,0.55,78
Germany,NLP Engineer,NLP,Senior,6,96834,Master,Retail,Startup,2024,Onsite,3.28,10,64.01082256,0.044,73,3.7,62.94,12,20,54,53,75,51,47,58,33,1.61,60
France,Data Scientist,Analytics,Entry,1,50070,Diploma,Finance,Small,2024,Remote,3.77,18,68.8792448,0.374,73,2.02,46.33,8,13,24,78,66,41,72,37,12,0.92,68
India,Computer Vision Engineer,Forecasting,Entry,1,28310,PhD,Energy,Small,2026,Onsite,4.58,11,25.25666205,0.338,70,1.28,87.96,7,23,32,70,65,52,49,40,83,2.21,60
India,Machine Learning Engineer,Computer Vision,Entry,1,33513,Diploma,Finance,Startup,2023,Onsite,3.75,20,56.35232423,0.4,49,1.02,53.9,7,10,30,16,49,42,82,44,72,1.07,73
UAE,Research Scientist,Forecasting,Entry,0,66429,PhD,Retail,Startup,2025,Hybrid,3.45,8,59.38230372,0.394,91,4.48,66.71,5,17,27,95,52,74,58,34,16,1.08,62
UAE,Data Scientist,LLM,Senior,9,96224,Diploma,Healthcare,Startup,2026,Remote,4.53,2,45.24144805,0.05,82,3,83.99,5,17,4,71,81,58,62,51,72,2.02,67
Australia,Software Engineer AI,Forecasting,Lead,13,160108,PhD,Finance,Medium,2022,Hybrid,3.22,11,51.23719083,0.172,71,9.03,58.24,7,21,50,99,80,71,70,44,24,2.21,79
France,Data Analyst,Computer Vision,Senior,10,69172,Master,Automotive,Medium,2021,Hybrid,4.46,19,34.51801455,0.155,66,6.25,55.51,9,29,98,73,83,67,67,58,87,2.15,69
Germany,NLP Engineer,Computer Vision,Lead,14,160793,Diploma,Healthcare,Enterprise,2021,Hybrid,4.14,16,76.55052902,0.04,48,0.59,75.3,12,21,16,48,79,26,74,24,89,2.26,76
USA,Research Scientist,Reinforcement Learning,Mid,2,122811,Diploma,Telecom,Medium,2026,Remote,4.38,24,49.72262693,0.196,69,9.44,65.48,9,17,43,99,81,67,56,12,78,2.29,72
USA,Data Analyst,Analytics,Entry,0,50621,Master,Retail,Startup,2020,Hybrid,4.18,28,52.89991549,0.421,64,7.84,54.73,10,12,39,39,49,62,86,55,89,0.92,66
France,Software Engineer AI,Analytics,Senior,7,100682,PhD,Tech,Enterprise,2022,Hybrid,3.72,24,28.95792372,0.052,57,3.26,46.84,4,15,11,60,80,38,59,37,35,1.91,70
UAE,NLP Engineer,NLP,Lead,17,139588,PhD,Healthcare,Small,2021,Remote,3.48,28,40.59107268,0,64,3.7,80.7,10,28,73,94,89,48,63,49,12,2.31,74
Canada,NLP Engineer,LLM,Mid,4,105819,Bachelor,Healthcare,Medium,2021,Remote,3.78,17,44.45335842,0.156,77,1.47,73.8,7,25,78,41,82,54,77,31,2,1.33,73
Canada,Computer Vision Engineer,MLOps,Lead,12,170211,PhD,Telecom,Small,2022,Remote,3.33,24,58.3571736,0.098,98,4.58,67.07,13,10,59,13,75,83,97,19,92,1.17,84
India,Machine Learning Engineer,Computer Vision,Lead,19,82082,Diploma,Retail,Large,2026,Hybrid,3.68,20,37.40274938,0.088,83,6.64,99.68,12,26,46,45,85,64,70,59,44,2.22,78
Canada,Computer Vision Engineer,Reinforcement Learning,Senior,10,131203,PhD,Automotive,Medium,2022,Remote,4.44,29,72.47385155,0.011,81,8.77,77.12,8,27,8,61,98,66,61,43,68,1.2,79
Singapore,NLP Engineer,MLOps,Lead,18,200594,Bootcamp,Automotive,Small,2026,Onsite,4.04,15,52.07632733,0.121,62,3.77,68.31,6,27,4,15,86,48,77,60,59,1.69,87
Japan,Data Scientist,NLP,Entry,1,60635,Master,Consulting,Startup,2020,Hybrid,3.65,10,74.00988073,0.49,53,6.24,47.35,3,17,35,75,44,57,64,25,27,0.92,61
Netherlands,AI Engineer,Computer Vision,Entry,0,59535,PhD,Gaming,Small,2024,Onsite,4.06,29,89.27131431,0.462,74,4.49,66.36,5,23,45,1,55,60,54,36,81,1.45,66
Japan,AI Engineer,Analytics,Entry,1,65051,Diploma,Finance,Large,2023,Onsite,4.55,23,53.95009883,0.476,75,3.02,72.29,4,13,28,27,56,53,76,42,62,1,72
USA,Machine Learning Engineer,LLM,Senior,11,165006,PhD,Gaming,Startup,2025,Remote,4.55,11,33.47735424,0.018,70,4.34,83.73,3,17,59,15,87,55,60,71,70,1.59,73
France,Data Scientist,Forecasting,Entry,1,59549,Master,Retail,Enterprise,2024,Hybrid,3.25,12,44.38429483,0.239,94,3.03,68.84,4,20,33,58,66,59,85,12,58,2.23,78
Canada,NLP Engineer,Forecasting,Lead,17,206860,Bootcamp,Automotive,Medium,2025,Onsite,3.85,10,57.19583959,0.142,66,1.83,91.44,14,16,93,55,72,42,79,63,80,0.85,88
UK,Data Scientist,Generative AI,Mid,2,67625,Diploma,Consulting,Startup,2023,Onsite,3.3,11,51.59518622,0.153,64,4.89,53.56,4,21,25,32,68,46,55,55,58,0.84,64
Brazil,Research Scientist,LLM,Lead,17,77888,Bachelor,Education,Large,2025,Onsite,3.51,15,72.93676796,0.027,86,3.86,62.76,9,11,55,3,86,66,50,35,12,2.01,69
USA,Research Scientist,Generative AI,Lead,14,188756,Diploma,Finance,Enterprise,2025,Onsite,3.69,22,73.57770923,0.121,81,1.05,67.84,12,23,3,32,68,45,86,28,54,1.54,77
France,Research Scientist,NLP,Lead,14,155585,Diploma,Healthcare,Startup,2020,Hybrid,4.45,6,59.08603822,0.012,84,2.06,67.23,11,23,43,72,74,64,64,59,97,1.15,66
Canada,Machine Learning Engineer,Reinforcement Learning,Lead,18,161413,Bootcamp,Finance,Medium,2022,Onsite,4.13,15,52.02588847,0.102,86,4.68,47.1,4,28,39,79,93,64,88,56,12,2.15,80
Netherlands,NLP Engineer,Forecasting,Entry,0,67458,Bachelor,Retail,Large,2022,Remote,3.32,9,56.7550674,0.443,83,8.42,77.06,3,20,68,28,54,73,85,15,11,1.96,84
Japan,Research Scientist,NLP,Entry,1,79249,Bootcamp,Consulting,Medium,2021,Onsite,4.02,15,45.91747464,0.424,57,1.45,98.5,6,19,86,98,68,37,63,28,51,0.54,69
Canada,Computer Vision Engineer,Reinforcement Learning,Entry,1,86784,Master,Finance,Startup,2020,Hybrid,4.61,20,72.51727809,0.315,85,6.54,74.33,3,15,53,46,59,74,52,37,40,2.03,63
Singapore,Research Scientist,Reinforcement Learning,Entry,0,92485,PhD,Healthcare,Startup,2025,Remote,3.87,7,61.15134914,0.332,92,2.56,52.99,12,11,9,73,60,60,77,36,69,1.69,75
India,Computer Vision Engineer,LLM,Lead,17,59555,Bachelor,Energy,Startup,2024,Onsite,3.65,12,40.64462066,0.081,77,2.83,45.15,9,15,32,22,71,51,60,98,90,1.79,55
Germany,Data Analyst,Generative AI,Mid,4,55034,Bootcamp,Healthcare,Startup,2024,Hybrid,3.77,19,76.8769596,0.186,48,7.45,97.17,7,28,42,32,76,58,48,38,93,1.09,65
India,Machine Learning Engineer,NLP,Lead,18,73774,PhD,Telecom,Enterprise,2020,Remote,3.43,13,87.62036965,0.043,93,4.76,93.63,5,20,66,78,88,66,71,19,15,0.73,73
USA,AI Engineer,LLM,Entry,1,84869,Master,Telecom,Large,2021,Remote,3.32,7,54.6662593,0.392,80,0.49,77.44,10,12,28,36,59,42,65,12,52,1.23,69
India,Machine Learning Engineer,Analytics,Mid,4,34373,Master,Automotive,Startup,2022,Onsite,4.7,26,59.08561562,0.125,65,5.43,78.88,9,11,46,100,71,48,51,37,88,1.13,57
India,Research Scientist,Reinforcement Learning,Lead,16,73635,PhD,Telecom,Medium,2020,Hybrid,4.59,15,59.45091842,0.024,87,8.56,88.36,3,13,100,39,92,78,58,40,78,0.67,69
UK,NLP Engineer,Forecasting,Entry,1,72514,Diploma,Energy,Medium,2024,Onsite,4.06,18,66.21507805,0.43,59,5.02,98.46,8,17,23,11,62,42,50,12,9,2.15,71
UK,Data Analyst,MLOps,Mid,4,59735,Bachelor,Telecom,Startup,2020,Remote,3.86,25,28.79829973,0.143,67,2.76,48.18,14,17,86,94,76,49,67,40,66,0.71,75
Brazil,Research Scientist,LLM,Lead,18,110141,Master,Consulting,Medium,2024,Hybrid,3.94,20,62.96498784,0.089,75,1.89,66.47,5,20,90,85,82,54,72,39,32,2.4,80
Japan,Software Engineer AI,MLOps,Entry,1,69224,Master,Telecom,Medium,2020,Hybrid,4.62,20,61.29760367,0.372,56,8.03,88.99,6,14,30,28,66,48,72,18,10,0.91,69
Germany,Computer Vision Engineer,NLP,Mid,2,82367,Diploma,Retail,Startup,2022,Remote,3.66,20,49.24944576,0.068,61,8.22,99.12,12,27,86,6,78,60,60,56,4,1.43,84
UAE,Computer Vision Engineer,Generative AI,Senior,7,80099,Bootcamp,Healthcare,Large,2023,Onsite,4.68,29,61.93896912,0.107,75,2.83,73.44,7,29,56,32,85,57,63,43,46,1.24,74
Singapore,Research Scientist,Computer Vision,Lead,17,191127,Bootcamp,Automotive,Medium,2021,Onsite,3.3,8,67.63049916,0.203,65,8.99,82.3,10,20,16,86,68,63,76,34,87,2.27,87
UK,Computer Vision Engineer,Computer Vision,Lead,13,157998,PhD,Consulting,Large,2024,Remote,3.44,16,45.06822901,0.058,56,8.92,76.04,4,19,92,28,86,56,76,52,12,0.89,86
Netherlands,Computer Vision Engineer,Computer Vision,Lead,16,140055,Master,Tech,Large,2023,Onsite,4.41,17,45.75075519,0.007,71,4.44,56.25,5,19,49,33,88,56,53,59,92,2,81
Singapore,NLP Engineer,Computer Vision,Mid,5,94142,Bootcamp,Education,Large,2026,Hybrid,4.54,25,55.23256133,0.23,83,4.32,59.23,6,17,77,42,69,64,79,30,94,1.83,76
Japan,Data Analyst,Forecasting,Senior,7,72796,Bootcamp,Finance,Startup,2023,Onsite,3.45,27,59.12645369,0.063,67,1.1,79.97,8,19,67,99,71,43,57,65,9,0.96,69
